Meditation,Attention,F8 -T4 ,F7 -T3 
59,54,702,-131
59,56,701,-132
59,55,700,-131
60,58,696,-128
61,53,697,-129
60,52,699,-132
59,54,700,-131
63,52,701,-127
61,50,701,-127
59,56,699,-132
59,54,701,-133
60,55,699,-137
56,55,696,-133
59,52,698,-134
61,54,696,-128
62,54,698,-134
61,58,695,-130
62,59,694,-130
61,55,698,-139
60,50,702,-139
62,51,704,-132
57,55,703,-131
57,57,701,-132
61,50,699,-129
56,52,699,-129
60,56,696,-132
60,58,695,-127
61,54,697,-130
58,52,702,-134
59,50,701,-129
61,53,705,-129
59,54,702,-131
60,54,706,-128
58,53,703,-132
60,52,699,-135
59,50,697,-131
62,53,697,-132
61,53,701,-134
58,53,699,-135
61,54,695,-134
60,54,696,-131
59,52,696,-132
57,53,699,-132
60,54,697,-133
56,52,700,-129
60,54,699,-132
56,52,698,-133
61,55,698,-132
57,56,696,-130
59,53,701,-127
59,53,701,-130
60,56,698,-126
54,53,702,-127
63,52,700,-130
60,53,702,-129
61,52,701,-127
59,52,699,-127
58,51,700,-129
58,51,701,-131
61,52,700,-133
62,53,698,-130
61,52,699,-128
60,53,698,-130
61,54,698,-126
60,57,694,-129
60,55,697,-131
62,55,696,-131
64,57,695,-130
62,55,696,-127
59,51,698,-127
60,51,703,-132
61,56,698,-130
64,56,698,-136
58,52,700,-133
57,53,702,-136
58,52,704,-134
62,57,700,-130
62,51,701,-131
58,52,701,-130
62,53,701,-134
58,55,700,-135
59,54,703,-137
60,54,703,-135
57,54,699,-131
61,52,703,-134
58,54,701,-134
60,53,703,-128
58,53,700,-131
60,55,695,-133
59,57,694,-134
59,58,696,-131
59,56,698,-130
57,53,701,-128
57,53,697,-130
61,57,698,-135
61,60,695,-128
63,55,702,-125
61,53,705,-126
59,56,705,-130
61,56,704,-127
58,54,701,-132
60,55,701,-130
60,53,704,-127
61,54,705,-127
58,53,703,-130
60,58,700,-130
57,57,699,-131
58,54,705,-127
64,52,708,-127
59,52,707,-132
58,56,702,-131
59,55,699,-131
64,54,702,-132
61,54,701,-134
64,57,697,-131
63,57,695,-134
63,58,697,-126
58,56,698,-125
61,56,696,-128
62,55,697,-130
62,57,698,-134
62,54,702,-134
61,53,702,-131
63,52,700,-129
62,52,703,-130
59,49,703,-134
61,49,704,-128
61,56,697,-126
64,53,698,-129
60,53,695,-131
62,55,698,-130
57,57,695,-130
60,51,700,-136
62,54,698,-136
60,55,694,-137
59,55,697,-138
57,50,696,-130
61,52,696,-128
58,51,697,-127
64,53,693,-133
61,49,698,-137
60,54,699,-132
59,54,696,-134
60,57,695,-128
62,54,700,-130
59,54,698,-129
60,55,701,-132
60,51,703,-133
58,55,700,-134
57,51,701,-132
59,56,697,-136
59,54,702,-134
62,55,695,-129
63,51,696,-128
58,53,692,-129
60,58,693,-133
55,55,690,-133
58,54,692,-134
60,57,694,-137
56,57,696,-134
61,54,698,-134
60,55,698,-130
62,55,700,-128
60,56,701,-125
59,53,707,-125
57,53,706,-130
60,53,707,-126
60,53,707,-126
62,52,705,-126
56,52,708,-129
58,55,703,-130
57,56,702,-127
59,56,701,-130
62,54,705,-130
57,56,704,-132
62,58,702,-126
61,56,700,-128
65,54,708,-129
60,56,704,-128
62,51,704,-129
59,51,707,-126
58,57,703,-126
57,56,705,-129
55,58,702,-132
60,57,700,-132
59,58,699,-131
56,62,697,-130
59,57,700,-134
60,55,702,-130
60,55,702,-132
57,61,700,-135
58,53,701,-133
53,53,699,-131
58,51,696,-128
62,55,694,-129
58,58,692,-133
62,56,691,-137
59,54,695,-135
58,55,695,-132
61,53,695,-137
61,54,695,-131
56,57,691,-131
55,54,697,-130
61,53,695,-133
61,53,696,-133
57,59,694,-130
59,54,697,-132
58,56,699,-134
58,54,700,-128
58,57,701,-133
55,53,700,-133
60,57,699,-131
58,59,695,-131
58,55,696,-136
56,51,700,-132
57,56,697,-137
60,56,695,-135
58,60,694,-131
56,56,697,-130
59,57,699,-135
55,54,699,-134
55,59,695,-132
63,60,692,-132
57,56,697,-132
59,54,702,-130
58,56,702,-133
58,55,702,-129
62,55,698,-129
60,53,704,-129
55,58,701,-127
60,54,705,-130
64,51,702,-127
60,53,699,-128
58,50,701,-132
57,58,695,-132
57,53,697,-136
59,57,697,-132
58,53,698,-135
56,53,697,-139
60,54,699,-132
60,58,695,-135
57,54,696,-132
59,51,695,-130
61,54,694,-133
58,52,692,-135
61,52,695,-129
62,53,697,-127
62,53,702,-126
59,54,699,-130
57,55,697,-132
58,55,697,-131
57,49,701,-130
59,51,699,-127
57,51,701,-130
60,57,697,-130
60,52,699,-128
61,56,697,-133
60,52,698,-135
61,52,697,-138
60,55,692,-133
57,53,694,-131
60,51,698,-135
62,53,697,-134
59,55,698,-133
58,55,695,-129
60,52,701,-133
58,52,703,-139
61,48,705,-136
61,56,698,-131
60,56,703,-126
60,56,700,-129
64,53,705,-131
58,54,702,-130
58,60,697,-129
60,59,700,-129
60,58,700,-126
59,50,706,-130
60,48,704,-131
62,53,701,-130
60,61,696,-126
62,55,697,-129
60,54,702,-134
57,52,700,-135
57,54,697,-129
55,54,697,-129
59,57,697,-128
61,52,699,-129
61,54,697,-134
60,52,697,-130
60,54,698,-132
61,55,698,-131
62,53,698,-131
62,53,700,-128
59,56,700,-126
58,53,701,-129
58,51,704,-129
59,53,701,-122
56,55,701,-128
56,53,701,-129
60,49,704,-130
59,52,702,-128
61,55,704,-124
61,55,701,-129
59,51,705,-129
58,51,705,-130
59,52,704,-128
58,53,705,-128
60,55,705,-137
61,53,700,-135
62,59,700,-132
58,58,704,-133
60,57,704,-130
60,58,704,-132
57,58,704,-133
59,53,707,-128
61,49,709,-131
54,49,709,-132
60,55,701,-130
59,57,698,-133
58,60,695,-136
59,56,694,-133
57,55,695,-130
59,53,698,-127
57,56,695,-131
58,56,697,-131
59,53,699,-131
62,55,698,-131
62,56,698,-129
62,57,692,-131
61,54,698,-125
62,54,695,-129
59,55,697,-130
60,52,699,-129
56,56,700,-128
60,56,702,-126
59,57,699,-130
60,54,700,-132
61,56,696,-131
59,59,696,-129
63,59,695,-124
59,55,700,-131
63,55,701,-132
60,54,703,-131
61,53,706,-130
56,53,707,-128
61,53,706,-135
57,53,709,-134
60,52,705,-132
59,52,704,-136
60,57,697,-137
61,59,697,-131
61,57,700,-132
59,52,699,-129
58,51,695,-130
60,51,691,-127
57,53,691,-130
61,55,690,-131
61,51,694,-131
64,51,694,-134
58,51,695,-136
60,55,694,-132
61,51,699,-130
59,53,702,-129
58,55,701,-135
60,52,704,-129
54,54,701,-131
60,50,704,-128
59,54,700,-126
61,55,697,-134
63,52,698,-132
60,56,694,-129
61,55,696,-135
61,49,700,-141
61,45,702,-135
61,52,698,-133
56,56,697,-131
59,56,697,-135
62,51,703,-137
64,51,701,-131
62,53,698,-125
57,55,696,-126
62,56,696,-137
56,57,693,-132
59,50,697,-134
60,58,697,-131
58,57,697,-129
60,59,696,-131
61,51,697,-128
60,53,696,-131
62,52,701,-133
57,55,698,-137
60,55,696,-132
57,58,696,-130
60,54,697,-132
60,57,700,-126
62,60,696,-131
57,59,696,-126
56,59,702,-127
62,53,706,-128
61,51,708,-131
57,54,702,-128
57,56,700,-129
57,52,704,-133
59,56,700,-134
58,61,698,-129
60,57,702,-130
57,51,706,-129
58,49,706,-129
57,51,703,-130
59,54,701,-134
57,54,699,-130
61,50,696,-125
59,52,697,-129
58,53,699,-134
60,58,697,-139
58,56,695,-137
57,60,697,-132
59,54,696,-129
59,52,696,-128
60,54,696,-130
62,52,695,-130
59,51,701,-132
62,50,696,-135
60,56,697,-131
58,59,694,-133
59,52,695,-130
63,52,698,-133
62,54,693,-134
59,56,693,-130
57,54,693,-129
61,54,693,-133
61,52,697,-132
64,52,699,-136
57,55,696,-137
63,58,695,-131
59,53,699,-128
60,52,703,-132
58,55,699,-132
63,58,695,-133
58,56,695,-131
60,51,697,-126
61,49,702,-130
58,57,699,-133
58,52,699,-133
59,56,699,-131
62,52,700,-131
60,54,696,-129
62,56,696,-134
61,53,697,-138
68,57,696,-134
64,54,697,-130
62,54,694,-134
59,51,697,-137
55,56,693,-136
59,53,698,-130
61,53,698,-122
60,51,700,-127
57,58,701,-135
57,58,701,-131
59,58,701,-130
58,55,702,-127
58,49,704,-123
57,48,704,-126
60,53,704,-128
59,54,703,-131
59,57,705,-128
60,52,703,-127
58,56,700,-124
56,52,699,-126
59,56,698,-129
62,55,703,-129
60,54,704,-128
59,51,706,-125
62,53,701,-128
57,57,699,-133
58,56,699,-130
59,54,703,-128
62,52,704,-129
63,54,702,-132
59,53,699,-130
59,57,697,-129
56,58,696,-124
60,57,700,-128
58,55,703,-136
61,54,701,-135
59,55,702,-130
62,50,702,-131
58,53,702,-129
60,50,699,-132
59,52,700,-135
58,58,699,-131
59,58,701,-131
60,54,703,-133
63,51,704,-133
55,53,703,-131
58,48,707,-128
59,54,703,-133
60,55,702,-132
60,56,703,-133
64,52,702,-135
61,56,703,-131
61,55,702,-127
59,55,700,-129
60,58,696,-130
54,58,696,-130
63,54,699,-134
62,55,696,-132
63,54,695,-131
58,54,694,-132
59,57,698,-131
59,58,702,-130
57,55,700,-131
61,53,699,-130
62,55,694,-129
61,53,695,-130
60,52,697,-128
57,51,698,-133
56,54,698,-136
57,53,700,-130
59,52,693,-127
61,53,695,-132
62,53,698,-132
62,49,702,-126
56,53,701,-129
59,55,702,-133
59,56,700,-133
59,57,700,-133
56,53,701,-128
62,53,704,-127
58,56,701,-130
57,55,703,-134
60,53,702,-135
58,52,703,-131
62,46,704,-129
60,48,702,-132
58,54,697,-130
58,54,700,-134
58,55,702,-136
56,55,700,-137
60,55,698,-134
63,54,699,-130
60,55,700,-129
60,54,701,-133
57,57,695,-131
59,54,695,-131
60,54,696,-131
61,54,700,-133
61,51,706,-133
58,53,708,-130
58,53,706,-133
60,53,703,-129
59,53,702,-130
60,57,698,-132
62,53,700,-126
57,56,699,-134
58,56,700,-131
61,57,696,-130
61,54,698,-132
56,51,702,-131
59,52,704,-131
61,53,703,-129
61,54,702,-126
60,51,706,-125
63,53,706,-127
62,56,706,-130
60,58,703,-127
65,59,700,-131
60,53,703,-128
62,52,705,-128
60,48,706,-128
61,55,700,-130
60,58,698,-127
58,56,700,-131
59,52,703,-126
58,52,705,-131
57,56,699,-127
59,55,696,-129
60,54,700,-135
59,56,699,-133
59,54,700,-133
61,53,699,-135
56,56,691,-132
57,51,697,-129
58,53,697,-134
56,51,703,-132
59,55,696,-132
61,61,693,-137
58,58,693,-137
58,54,697,-133
61,50,702,-132
63,51,701,-131
57,52,697,-129
60,53,699,-133
58,54,697,-131
60,55,695,-133
59,55,698,-132
61,57,697,-132
60,56,701,-128
58,56,698,-131
59,54,699,-138
61,54,698,-138
58,56,697,-132
57,53,695,-131
61,58,693,-136
63,57,693,-136
58,55,692,-134
61,49,695,-131
61,52,692,-129
59,52,694,-132
62,58,694,-125
59,55,698,-127
61,54,700,-130
58,56,698,-128
59,57,696,-133
58,56,695,-130
61,56,695,-126
60,53,700,-130
59,55,700,-131
61,54,699,-126
64,53,697,-128
61,53,697,-129
59,58,699,-128
62,55,699,-132
58,53,701,-132
62,54,699,-130
60,48,705,-131
61,56,701,-134
60,55,700,-134
58,55,696,-133
58,55,700,-129
58,55,700,-123
57,54,699,-124
60,53,699,-127
59,52,700,-130
57,58,698,-131
60,54,704,-130
59,54,703,-130
61,52,707,-129
58,57,703,-127
57,56,704,-128
60,54,706,-128
58,52,706,-126
64,49,706,-123
58,52,703,-125
56,55,701,-131
58,55,706,-128
59,52,707,-129
60,54,704,-127
62,56,699,-129
58,55,697,-134
62,54,699,-132
59,55,700,-130
59,54,699,-129
60,53,698,-134
61,51,697,-135
55,57,694,-129
60,58,695,-129
63,56,695,-126
63,54,699,-128
61,51,700,-130
63,50,702,-128
61,52,699,-128
61,51,700,-129
57,59,702,-128
58,57,701,-127
58,55,703,-127
61,57,699,-128
56,54,700,-130
61,55,699,-131
60,53,699,-131
61,55,701,-130
57,53,700,-133
59,50,704,-134
65,53,701,-131
62,53,698,-126
58,58,691,-133
59,55,695,-136
60,56,693,-133
56,56,692,-136
59,56,694,-135
60,52,693,-134
62,53,697,-131
62,56,693,-136
58,55,694,-130
60,56,695,-133
60,57,694,-135
58,52,704,-130
57,54,700,-132
55,49,699,-136
61,54,693,-133
59,57,691,-133
60,56,690,-131
61,54,692,-131
63,54,696,-131
59,52,696,-132
60,50,696,-138
63,52,695,-134
61,52,693,-131
61,53,697,-133
58,50,699,-134
61,52,696,-132
60,48,698,-129
62,52,692,-129
64,57,692,-134
56,54,694,-130
63,52,697,-132
61,52,700,-125
62,53,700,-130
61,54,700,-130
58,51,699,-127
60,52,695,-132
57,53,697,-134
59,55,694,-130
60,55,700,-130
58,51,699,-131
58,57,697,-133
60,61,694,-136
57,59,695,-133
62,60,694,-128
57,52,697,-130
60,50,701,-133
59,52,702,-130
59,53,704,-128
62,54,700,-136
59,51,702,-134
61,52,700,-131
57,56,700,-130
57,57,700,-128
59,54,697,-135
60,54,699,-139
61,54,698,-134
61,59,700,-128
61,55,699,-127
64,53,701,-131
60,53,702,-129
58,54,704,-132
55,50,709,-132
56,50,710,-129
59,53,710,-131
61,54,711,-128
59,54,706,-126
62,50,708,-129
58,52,703,-131
63,55,700,-132
59,60,696,-133
59,58,698,-133
57,53,696,-133
61,55,696,-130
62,53,698,-135
57,52,697,-135
61,58,693,-132
63,54,696,-134
63,51,702,-135
58,47,708,-133
62,51,702,-134
62,52,701,-133
61,53,696,-134
56,52,699,-128
60,51,698,-129
60,53,696,-133
58,53,697,-132
62,53,693,-132
61,54,695,-134
64,54,696,-136
58,54,696,-132
59,55,693,-130
57,56,695,-136
62,53,693,-130
63,54,694,-135
59,56,695,-132
61,53,697,-128
62,54,700,-128
56,54,699,-126
58,55,698,-127
58,53,700,-133
55,56,700,-131
64,55,698,-130
59,56,702,-131
57,52,701,-128
62,54,702,-133
63,52,700,-128
58,55,696,-128
61,54,696,-130
61,53,695,-126
61,53,693,-132
60,54,696,-135
59,54,697,-136
62,52,701,-131
63,52,698,-128
62,55,698,-132
59,57,693,-130
60,56,698,-128
59,52,701,-127
61,51,701,-127
60,57,697,-128
59,57,702,-129
59,61,702,-132
58,58,705,-132
59,58,701,-127
59,55,700,-127
61,53,699,-132
62,54,698,-130
60,52,699,-129
58,54,699,-125
59,57,698,-127
61,54,699,-133
57,54,699,-136
61,58,693,-134
62,55,694,-132
58,55,698,-128
57,55,701,-133
60,55,698,-130
60,57,695,-135
60,54,700,-128
57,55,705,-130
59,55,702,-132
57,54,702,-129
63,55,698,-129
64,56,699,-127
61,57,699,-124
60,58,698,-129
60,55,701,-129
59,53,704,-127
61,54,705,-127
60,53,707,-129
61,53,709,-131
59,52,708,-128
59,52,704,-128
58,55,701,-133
61,57,701,-132
62,57,702,-131
62,56,699,-131
57,54,702,-132
59,55,705,-128
60,53,710,-127
60,57,704,-128
58,57,701,-132
61,54,701,-131
64,55,704,-132
60,50,704,-131
60,50,706,-132
59,50,706,-126
59,55,703,-131
58,55,702,-132
60,52,703,-128
61,50,701,-133
63,55,697,-134
60,54,698,-135
58,52,702,-134
59,50,701,-129
59,56,696,-128
63,57,697,-133
61,57,696,-136
61,58,696,-129
60,56,695,-127
63,56,693,-132
62,54,692,-131
56,56,696,-133
58,57,696,-136
59,54,701,-133
62,52,704,-135
60,52,703,-135
58,53,700,-132
63,56,702,-134
59,59,697,-132
63,51,702,-131
60,54,698,-131
61,52,699,-135
62,52,703,-136
61,55,699,-137
56,52,700,-134
60,54,696,-130
63,55,696,-126
60,55,697,-125
58,52,699,-130
59,54,700,-133
59,55,702,-133
64,53,699,-129
58,54,699,-132
58,52,697,-131
59,58,697,-129
60,57,698,-132
63,61,698,-127
59,58,693,-133
63,55,692,-135
59,55,694,-135
62,52,698,-137
60,54,698,-137
59,56,696,-132
61,55,699,-131
59,54,699,-132
60,54,701,-128
58,51,699,-131
58,55,696,-132
63,54,697,-136
57,53,697,-131
58,54,695,-125
59,54,697,-131
61,54,698,-136
60,57,696,-135
61,56,694,-134
60,53,699,-129
59,52,702,-129
61,51,701,-133
59,55,700,-129
58,56,699,-131
59,58,699,-134
59,55,699,-137
61,54,698,-128
59,52,697,-126
59,55,698,-133
62,53,698,-132
63,53,699,-127
62,55,697,-127
59,52,697,-129
60,51,696,-134
60,56,691,-133
59,55,698,-130
63,56,696,-130
61,53,698,-132
60,57,700,-132
61,58,697,-128
61,56,700,-132
63,54,700,-132
62,53,702,-128
60,52,701,-127
60,56,700,-131
61,56,698,-133
57,53,700,-129
62,56,699,-128
59,57,702,-132
59,54,708,-129
62,52,709,-124
60,56,709,-130
60,56,703,-132
60,56,700,-134
63,52,701,-136
62,49,703,-129
61,52,702,-127
61,52,702,-130
60,56,698,-128
59,55,697,-133
60,51,702,-135
61,46,705,-134
60,54,703,-132
62,57,703,-132
58,55,703,-131
62,57,702,-133
63,55,700,-133
62,58,695,-135
64,60,698,-134
60,55,696,-131
57,53,699,-133
58,54,700,-130
59,52,702,-128
63,52,701,-131
61,56,697,-133
58,53,701,-133
60,54,701,-132
60,54,697,-127
60,53,698,-131
59,52,698,-140
60,52,696,-138
58,54,697,-132
58,54,694,-127
59,50,694,-125
63,54,697,-130
59,55,697,-138
62,56,699,-132
61,56,697,-129
57,52,696,-129
58,53,695,-133
58,55,692,-131
59,57,696,-133
56,54,694,-130
60,50,703,-126
56,54,695,-130
58,57,693,-133
63,53,698,-136
59,54,696,-133
61,54,699,-135
58,55,694,-130
60,56,696,-134
62,55,697,-132
60,57,697,-131
64,55,700,-131
56,51,700,-136
57,54,697,-134
58,54,696,-127
61,52,701,-127
60,56,699,-130
62,54,701,-130
62,56,701,-129
60,54,705,-129
58,52,709,-130
62,52,706,-129
61,53,708,-130
62,52,707,-129
61,54,706,-131
64,51,706,-132
63,58,701,-133
60,55,701,-129
59,53,701,-132
64,51,699,-134
63,56,698,-137
64,54,698,-132
65,54,697,-133
61,56,697,-130
58,54,699,-134
60,51,701,-134
58,52,700,-133
61,51,698,-126
59,59,692,-128
56,59,696,-134
62,53,697,-134
58,52,698,-135
59,56,693,-138
57,55,696,-138
57,57,699,-133
63,53,700,-125
60,55,697,-130
63,54,701,-129
59,51,703,-129
61,52,704,-130
55,60,702,-129
62,57,700,-131
56,57,699,-130
57,55,703,-132
59,56,703,-128
61,55,706,-132
65,52,706,-131
62,52,706,-130
57,55,699,-130
61,56,699,-130
59,56,697,-131
60,57,695,-132
59,57,697,-134
58,53,697,-131
56,50,695,-132
62,53,695,-131
60,54,696,-130
60,55,696,-131
60,57,694,-134
57,53,699,-127
59,52,698,-136
62,53,698,-132
58,57,694,-126
60,58,694,-129
55,49,701,-130
61,48,702,-128
62,49,701,-131
60,54,701,-133
59,56,702,-132
58,56,702,-129
59,54,698,-126
63,52,697,-128
58,51,698,-131
62,52,700,-129
60,55,698,-132
63,54,697,-135
58,51,695,-135
61,51,699,-132
62,54,697,-130
61,54,699,-134
58,52,701,-133
59,53,697,-134
60,51,698,-131
61,53,697,-129
62,57,696,-131
59,56,699,-130
60,60,700,-129
60,59,701,-130
61,55,702,-128
61,49,708,-124
61,53,706,-128
58,56,704,-131
62,55,704,-131
59,54,707,-130
59,54,704,-128
57,51,705,-126
60,54,699,-129
62,60,700,-130
62,60,700,-129
60,54,702,-131
62,54,700,-128
60,54,697,-131
60,54,697,-128
59,52,693,-128
62,53,698,-134
61,54,698,-133
57,54,696,-135
60,52,693,-133
58,56,693,-138
59,52,697,-135
56,53,700,-130
61,55,702,-131
58,55,699,-133
58,57,697,-131
61,57,697,-133
60,54,697,-133
60,55,696,-131
60,58,695,-130
60,58,694,-131
57,54,695,-127
61,56,695,-132
61,54,694,-133
58,57,694,-129
60,55,693,-131
59,58,696,-137
57,55,695,-136
61,55,695,-135
60,51,697,-134
57,51,696,-137
57,54,695,-130
61,54,691,-133
58,50,696,-134
61,53,691,-131
58,53,693,-134
61,55,694,-130
62,54,696,-129
58,55,694,-130
60,54,697,-131
60,56,699,-130
61,56,700,-131
59,54,701,-133
61,57,699,-129
60,51,703,-129
56,53,701,-132
56,52,703,-130
60,55,701,-128
61,55,698,-130
59,50,698,-131
61,55,694,-130
60,54,698,-128
58,54,700,-129
61,57,702,-133
58,54,706,-132
60,55,707,-125
61,54,710,-126
60,54,713,-132
60,49,713,-134
59,50,714,-127
57,54,713,-125
56,54,710,-129
61,54,712,-132
60,53,707,-130
60,51,707,-123
59,50,707,-124
60,52,705,-127
59,52,707,-128
60,56,703,-129
59,57,703,-128
57,59,698,-129
61,53,701,-130
59,53,702,-131
63,50,701,-131
63,54,701,-134
61,53,701,-132
62,55,700,-131
63,52,703,-130
61,58,697,-130
63,54,700,-132
55,52,696,-132
58,54,697,-134
62,52,696,-128
58,52,695,-130
60,50,695,-129
61,51,695,-129
62,52,694,-131
61,54,698,-132
58,55,697,-131
58,56,695,-132
61,54,694,-133
56,56,694,-137
61,55,698,-131
62,52,698,-125
61,56,698,-133
63,56,697,-133
61,57,700,-135
61,50,704,-132
61,53,702,-130
58,56,701,-132
57,55,703,-133
61,57,703,-136
61,57,702,-132
59,58,700,-135
59,56,702,-134
61,55,707,-128
59,53,702,-129
60,56,704,-124
58,53,703,-128
60,56,704,-132
60,52,708,-130
62,55,705,-128
61,52,706,-130
56,51,703,-130
56,51,700,-128
56,55,700,-131
56,51,702,-131
59,49,704,-132
60,56,697,-136
59,60,691,-131
62,56,695,-131
59,54,699,-132
61,54,698,-132
62,54,699,-131
59,51,699,-130
58,55,698,-128
59,58,696,-130
58,52,702,-128
59,49,705,-131
55,49,704,-128
61,52,700,-134
61,55,697,-130
60,55,698,-133
57,56,697,-132
57,56,698,-134
62,55,701,-134
62,58,697,-129
61,55,700,-131
61,57,695,-131
60,54,699,-132
63,53,705,-133
64,51,704,-132
61,52,700,-130
60,55,700,-129
62,54,696,-135
61,55,693,-136
58,53,695,-133
60,52,695,-127
63,53,696,-128
61,56,693,-131
60,55,693,-134
61,55,695,-131
58,55,697,-130
59,54,704,-132
58,54,703,-134
57,58,696,-133
60,56,696,-133
61,58,696,-130
58,53,698,-131
61,54,703,-127
60,54,708,-130
57,56,705,-128
62,51,705,-129
62,53,701,-131
57,49,706,-133
60,49,703,-135
58,47,699,-129
59,52,699,-128
58,52,699,-129
61,51,701,-134
57,51,699,-129
60,54,695,-125
58,54,695,-130
66,58,695,-127
66,53,695,-129
58,53,698,-132
57,52,698,-130
58,53,695,-137
60,54,696,-132
63,56,694,-130
60,52,698,-134
60,51,700,-131
60,52,700,-131
60,53,703,-132
61,54,704,-133
59,55,702,-136
58,57,702,-131
58,53,703,-129
59,55,706,-127
59,53,706,-130
59,56,706,-131
60,56,705,-130
61,58,698,-130
60,54,701,-128
58,51,703,-128
59,55,701,-128
61,54,700,-129
61,51,698,-129
59,51,697,-131
59,53,699,-129
61,56,698,-128
63,52,701,-135
62,55,698,-132
58,54,698,-132
56,52,696,-132
60,52,698,-130
58,53,699,-134
60,51,702,-133
60,49,703,-132
60,53,698,-132
60,57,697,-127
61,56,698,-129
60,54,700,-129
58,52,700,-129
58,55,698,-130
56,56,698,-130
62,50,700,-138
64,46,702,-136
58,49,702,-137
60,53,697,-128
59,59,697,-131
59,56,700,-134
62,56,694,-134
56,52,696,-134
58,50,697,-130
61,50,697,-130
55,54,698,-132
60,56,695,-134
62,52,696,-135
58,57,698,-134
60,48,700,-134
59,56,701,-132
58,54,701,-125
59,53,702,-125
60,50,701,-130
59,53,699,-131
59,53,699,-129
62,55,697,-126
58,55,701,-126
62,54,703,-128
60,55,707,-127
61,57,703,-125
58,56,702,-125
59,57,700,-126
59,57,697,-124
56,53,698,-125
63,51,700,-128
61,52,703,-130
62,55,702,-126
61,54,695,-129
58,55,696,-130
60,54,696,-131
59,52,697,-130
57,49,701,-129
59,50,702,-129
58,52,702,-129
59,52,700,-131
55,54,696,-129
60,51,699,-123
62,50,701,-126
61,51,702,-126
60,56,696,-128
59,50,701,-129
61,52,698,-123
59,55,698,-125
60,55,699,-128
60,53,699,-129
59,53,699,-135
59,55,698,-132
59,52,704,-130
62,54,707,-131
61,53,708,-130
59,52,710,-134
59,54,705,-135
59,53,704,-130
60,58,699,-132
61,55,699,-131
58,55,699,-133
62,58,699,-135
57,52,700,-133
63,51,698,-131
59,49,700,-133
59,50,698,-131
61,55,697,-129
59,52,697,-127
62,54,698,-130
59,53,696,-132
57,55,697,-134
57,52,700,-127
60,52,701,-129
59,54,696,-132
60,58,697,-130
58,55,699,-128
59,49,709,-128
57,52,704,-125
57,55,703,-129
58,53,705,-127
62,53,706,-126
59,56,704,-126
59,56,705,-131
62,54,702,-128
62,54,705,-130
56,51,700,-134
57,47,703,-132
58,52,699,-129
56,56,697,-133
58,57,697,-135
61,56,697,-131
62,54,700,-133
59,53,699,-129
58,52,703,-128
59,55,702,-131
58,53,699,-133
59,57,700,-134
54,52,700,-136
58,53,695,-130
62,57,697,-130
62,55,694,-132
60,55,699,-133
56,56,701,-132
59,54,705,-130
60,53,701,-133
60,53,698,-134
59,54,696,-130
62,55,695,-136
61,52,697,-132
63,54,695,-134
59,56,694,-129
60,55,693,-127
59,54,692,-133
62,53,695,-134
58,55,693,-132
57,51,696,-135
58,55,696,-132
59,51,696,-132
58,50,699,-135
61,55,693,-136
62,52,698,-135
62,50,697,-134
60,49,698,-130
57,52,698,-131
59,55,696,-131
60,54,698,-135
61,54,698,-135
61,55,700,-133
60,54,697,-132
57,54,695,-131
57,53,701,-132
62,50,703,-129
57,55,701,-130
57,53,704,-128
59,53,703,-128
60,51,704,-131
57,52,697,-130
59,54,697,-129
60,57,695,-131
62,54,699,-131
57,55,696,-132
59,55,697,-132
62,54,701,-132
59,53,703,-132
59,58,698,-133
59,55,700,-132
57,53,700,-131
60,50,706,-129
61,56,699,-130
60,50,700,-127
59,53,700,-128
58,53,699,-130
60,52,704,-129
60,50,701,-125
57,55,702,-123
59,55,701,-128
55,56,704,-129
61,53,705,-129
58,52,704,-130
58,52,703,-127
58,52,702,-130
58,51,706,-135
60,49,706,-132
58,48,704,-131
59,52,696,-131
61,54,693,-132
58,51,695,-133
58,51,697,-136
61,54,699,-130
54,54,696,-129
57,56,696,-128
59,56,693,-130
58,54,699,-128
59,50,699,-128
61,50,702,-131
60,56,700,-130
61,59,699,-125
62,55,703,-126
62,53,707,-127
60,54,707,-129
59,57,702,-131
58,58,704,-133
58,59,699,-132
57,55,701,-133
61,50,704,-134
61,52,705,-130
60,53,702,-126
59,54,700,-130
60,55,696,-130
60,52,700,-129
57,52,698,-131
59,53,700,-133
59,59,698,-134
60,56,700,-134
61,55,702,-135
57,54,701,-131
60,52,701,-124
57,51,701,-127
58,49,702,-127
57,53,703,-126
59,58,698,-129
56,55,702,-130
60,53,702,-132
58,55,702,-128
61,54,702,-128
58,58,699,-132
62,54,701,-130
57,53,702,-131
59,56,699,-135
61,59,699,-130
62,53,702,-133
57,52,702,-132
60,53,703,-132
62,55,702,-131
61,53,705,-128
59,55,700,-135
58,56,698,-133
59,53,696,-132
63,52,700,-132
58,51,698,-130
58,56,697,-125
58,56,699,-128
63,54,701,-132
58,52,700,-128
61,54,701,-128
58,51,702,-131
61,53,702,-131
59,54,703,-131
59,55,702,-130
60,56,701,-128
57,52,701,-130
60,57,701,-130
63,55,700,-128
62,55,698,-128
61,53,702,-132
61,51,702,-133
61,50,697,-134
58,51,694,-135
60,52,694,-136
60,51,692,-129
61,52,697,-129
62,56,692,-128
58,56,693,-135
59,52,698,-141
60,51,698,-131
57,53,697,-131
61,56,699,-129
55,54,703,-131
57,49,706,-129
61,53,703,-129
62,53,701,-128
62,58,696,-128
61,57,696,-126
